event,file_size,storage_mode,max_erasures,time
erasure_write,102400,erasure_coding_rs,1,0.19791960716247559
finished,102400,erasure_coding_rs,1,0.2091050148010254
erasure_get,102400,erasure_coding_rs,1,0.0020437240600585938
erasure_get_response,102400,erasure_coding_rs,1,0.022059917449951172
erasure_write,102400,erasure_coding_rs,1,0.12622880935668945
finished,102400,erasure_coding_rs,1,0.13244318962097168
erasure_get,102400,erasure_coding_rs,1,0.0017423629760742188
erasure_get_response,102400,erasure_coding_rs,1,0.019950151443481445
erasure_write,102400,erasure_coding_rs,1,0.13064146041870117
finished,102400,erasure_coding_rs,1,0.13745570182800293
erasure_get,102400,erasure_coding_rs,1,0.005526304244995117
erasure_get_response,102400,erasure_coding_rs,1,0.02494072914123535
erasure_write,102400,erasure_coding_rs,1,0.11631011962890625
finished,102400,erasure_coding_rs,1,0.12324404716491699
erasure_get,102400,erasure_coding_rs,1,0.0037331581115722656
erasure_get_response,102400,erasure_coding_rs,1,0.020744800567626953
erasure_write,102400,erasure_coding_rs,1,0.12410759925842285
finished,102400,erasure_coding_rs,1,0.13959932327270508
erasure_get,102400,erasure_coding_rs,1,0.006586790084838867
erasure_get_response,102400,erasure_coding_rs,1,0.023189544677734375
erasure_write,102400,erasure_coding_rs,1,0.1288154125213623
finished,102400,erasure_coding_rs,1,0.1358482837677002
erasure_get,102400,erasure_coding_rs,1,0.0032072067260742188
erasure_get_response,102400,erasure_coding_rs,1,0.025129318237304688
erasure_write,102400,erasure_coding_rs,1,0.13811564445495605
finished,102400,erasure_coding_rs,1,0.14505791664123535
erasure_get,102400,erasure_coding_rs,1,0.010880231857299805
erasure_get_response,102400,erasure_coding_rs,1,0.02731800079345703
erasure_write,102400,erasure_coding_rs,1,0.152024507522583
finished,102400,erasure_coding_rs,1,0.15955138206481934
erasure_get,102400,erasure_coding_rs,1,0.006386995315551758
erasure_get_response,102400,erasure_coding_rs,1,0.024050474166870117
erasure_write,102400,erasure_coding_rs,1,0.11709785461425781
finished,102400,erasure_coding_rs,1,0.12317991256713867
erasure_get,102400,erasure_coding_rs,1,0.0018851757049560547
erasure_get_response,102400,erasure_coding_rs,1,0.018454790115356445
erasure_write,102400,erasure_coding_rs,1,0.14059901237487793
finished,102400,erasure_coding_rs,1,0.14843392372131348
erasure_get,102400,erasure_coding_rs,1,0.002244234085083008
erasure_get_response,102400,erasure_coding_rs,1,0.025104522705078125
erasure_write,102400,erasure_coding_rs,1,0.12805509567260742
finished,102400,erasure_coding_rs,1,0.13543224334716797
erasure_get,102400,erasure_coding_rs,1,0.0020520687103271484
erasure_get_response,102400,erasure_coding_rs,1,0.025378942489624023
erasure_write,102400,erasure_coding_rs,1,0.1568443775177002
finished,102400,erasure_coding_rs,1,0.16384267807006836
erasure_get,102400,erasure_coding_rs,1,0.0017778873443603516
erasure_get_response,102400,erasure_coding_rs,1,0.021200180053710938
erasure_write,102400,erasure_coding_rs,1,0.1150054931640625
finished,102400,erasure_coding_rs,1,0.1224520206451416
erasure_get,102400,erasure_coding_rs,1,0.001950979232788086
erasure_get_response,102400,erasure_coding_rs,1,0.02259039878845215
erasure_write,102400,erasure_coding_rs,1,0.13393688201904297
finished,102400,erasure_coding_rs,1,0.14126324653625488
erasure_get,102400,erasure_coding_rs,1,0.002417325973510742
erasure_get_response,102400,erasure_coding_rs,1,0.022694110870361328
erasure_write,102400,erasure_coding_rs,1,0.1386411190032959
finished,102400,erasure_coding_rs,1,0.14562749862670898
erasure_get,102400,erasure_coding_rs,1,0.0055811405181884766
erasure_get_response,102400,erasure_coding_rs,1,0.024616718292236328
erasure_write,102400,erasure_coding_rs,1,0.142317533493042
finished,102400,erasure_coding_rs,1,0.1495511531829834
erasure_get,102400,erasure_coding_rs,1,0.002092599868774414
erasure_get_response,102400,erasure_coding_rs,1,0.026477813720703125
erasure_write,102400,erasure_coding_rs,1,0.12860941886901855
finished,102400,erasure_coding_rs,1,0.13570356369018555
erasure_get,102400,erasure_coding_rs,1,0.008830785751342773
erasure_get_response,102400,erasure_coding_rs,1,0.02390885353088379
erasure_write,102400,erasure_coding_rs,1,0.1345670223236084
finished,102400,erasure_coding_rs,1,0.2536599636077881
erasure_get,102400,erasure_coding_rs,1,0.001726388931274414
erasure_get_response,102400,erasure_coding_rs,1,0.021485567092895508
erasure_write,102400,erasure_coding_rs,1,0.12243938446044922
finished,102400,erasure_coding_rs,1,0.12851715087890625
erasure_get,102400,erasure_coding_rs,1,0.001959562301635742
erasure_get_response,102400,erasure_coding_rs,1,0.02213907241821289
erasure_write,102400,erasure_coding_rs,1,0.11488580703735352
finished,102400,erasure_coding_rs,1,0.12234282493591309
erasure_get,102400,erasure_coding_rs,1,0.005696296691894531
erasure_get_response,102400,erasure_coding_rs,1,0.021973133087158203
erasure_write,102400,erasure_coding_rs,1,0.11300396919250488
finished,102400,erasure_coding_rs,1,0.1208488941192627
erasure_get,102400,erasure_coding_rs,1,0.004652261734008789
erasure_get_response,102400,erasure_coding_rs,1,0.02128458023071289
erasure_write,102400,erasure_coding_rs,1,0.1305837631225586
finished,102400,erasure_coding_rs,1,0.1366884708404541
erasure_get,102400,erasure_coding_rs,1,0.0021088123321533203
erasure_get_response,102400,erasure_coding_rs,1,0.022446870803833008
erasure_write,102400,erasure_coding_rs,1,0.13691020011901855
finished,102400,erasure_coding_rs,1,0.14348888397216797
erasure_get,102400,erasure_coding_rs,1,0.002000570297241211
erasure_get_response,102400,erasure_coding_rs,1,0.02469944953918457
erasure_write,102400,erasure_coding_rs,1,0.13596200942993164
finished,102400,erasure_coding_rs,1,0.14301443099975586
erasure_get,102400,erasure_coding_rs,1,0.005704402923583984
erasure_get_response,102400,erasure_coding_rs,1,0.024620771408081055
erasure_write,102400,erasure_coding_rs,1,0.12629389762878418
finished,102400,erasure_coding_rs,1,0.1333160400390625
erasure_get,102400,erasure_coding_rs,1,0.005340576171875
erasure_get_response,102400,erasure_coding_rs,1,0.024788618087768555
erasure_write,102400,erasure_coding_rs,1,0.14490747451782227
finished,102400,erasure_coding_rs,1,0.15193700790405273
erasure_get,102400,erasure_coding_rs,1,0.0025238990783691406
erasure_get_response,102400,erasure_coding_rs,1,0.024599790573120117
erasure_write,102400,erasure_coding_rs,1,0.1284313201904297
finished,102400,erasure_coding_rs,1,0.13544654846191406
erasure_get,102400,erasure_coding_rs,1,0.003906726837158203
erasure_get_response,102400,erasure_coding_rs,1,0.022618532180786133
erasure_write,102400,erasure_coding_rs,1,0.14618420600891113
finished,102400,erasure_coding_rs,1,0.15327978134155273
erasure_get,102400,erasure_coding_rs,1,0.005873918533325195
erasure_get_response,102400,erasure_coding_rs,1,0.02120065689086914
erasure_write,102400,erasure_coding_rs,1,0.14066195487976074
finished,102400,erasure_coding_rs,1,0.14862442016601562
erasure_get,102400,erasure_coding_rs,1,0.005842924118041992
erasure_get_response,102400,erasure_coding_rs,1,0.023082494735717773
erasure_write,102400,erasure_coding_rs,1,0.13544607162475586
finished,102400,erasure_coding_rs,1,0.14246487617492676
erasure_get,102400,erasure_coding_rs,1,0.0055239200592041016
erasure_get_response,102400,erasure_coding_rs,1,0.022594213485717773
erasure_write,102400,erasure_coding_rs,1,0.12912631034851074
finished,102400,erasure_coding_rs,1,0.13727188110351562
erasure_get,102400,erasure_coding_rs,1,0.004532814025878906
erasure_get_response,102400,erasure_coding_rs,1,0.02261519432067871
erasure_write,102400,erasure_coding_rs,1,0.12651968002319336
finished,102400,erasure_coding_rs,1,0.13399505615234375
erasure_get,102400,erasure_coding_rs,1,0.0014972686767578125
erasure_get_response,102400,erasure_coding_rs,1,0.023324966430664062
erasure_write,102400,erasure_coding_rs,1,0.13147211074829102
finished,102400,erasure_coding_rs,1,0.1387932300567627
erasure_get,102400,erasure_coding_rs,1,0.005326271057128906
erasure_get_response,102400,erasure_coding_rs,1,0.023464441299438477
erasure_write,102400,erasure_coding_rs,1,0.1476459503173828
finished,102400,erasure_coding_rs,1,0.15557408332824707
erasure_get,102400,erasure_coding_rs,1,0.006219625473022461
erasure_get_response,102400,erasure_coding_rs,1,0.025295019149780273
erasure_write,102400,erasure_coding_rs,1,0.15064167976379395
finished,102400,erasure_coding_rs,1,0.15884637832641602
erasure_get,102400,erasure_coding_rs,1,0.005601167678833008
erasure_get_response,102400,erasure_coding_rs,1,0.024996280670166016
erasure_write,102400,erasure_coding_rs,1,0.12943291664123535
finished,102400,erasure_coding_rs,1,0.13613581657409668
erasure_get,102400,erasure_coding_rs,1,0.0065402984619140625
erasure_get_response,102400,erasure_coding_rs,1,0.02516031265258789
erasure_write,102400,erasure_coding_rs,1,0.13203120231628418
finished,102400,erasure_coding_rs,1,0.13985252380371094
erasure_get,102400,erasure_coding_rs,1,0.005636453628540039
erasure_get_response,102400,erasure_coding_rs,1,0.030396461486816406
erasure_write,102400,erasure_coding_rs,1,0.13414645195007324
finished,102400,erasure_coding_rs,1,0.141340970993042
erasure_get,102400,erasure_coding_rs,1,0.0044820308685302734
erasure_get_response,102400,erasure_coding_rs,1,0.021013975143432617
erasure_write,102400,erasure_coding_rs,1,0.1365208625793457
finished,102400,erasure_coding_rs,1,0.14355993270874023
erasure_get,102400,erasure_coding_rs,1,0.001969575881958008
erasure_get_response,102400,erasure_coding_rs,1,0.02177572250366211
erasure_write,102400,erasure_coding_rs,1,0.1336205005645752
finished,102400,erasure_coding_rs,1,0.1410529613494873
erasure_get,102400,erasure_coding_rs,1,0.002187967300415039
erasure_get_response,102400,erasure_coding_rs,1,0.021477222442626953
erasure_write,102400,erasure_coding_rs,1,0.13748860359191895
finished,102400,erasure_coding_rs,1,0.14475321769714355
erasure_get,102400,erasure_coding_rs,1,0.0014917850494384766
erasure_get_response,102400,erasure_coding_rs,1,0.02140951156616211
erasure_write,102400,erasure_coding_rs,1,0.12237358093261719
finished,102400,erasure_coding_rs,1,0.1296675205230713
erasure_get,102400,erasure_coding_rs,1,0.005605936050415039
erasure_get_response,102400,erasure_coding_rs,1,0.021555185317993164
erasure_write,102400,erasure_coding_rs,1,0.13255763053894043
finished,102400,erasure_coding_rs,1,0.14002370834350586
erasure_get,102400,erasure_coding_rs,1,0.004719734191894531
erasure_get_response,102400,erasure_coding_rs,1,0.020040512084960938
erasure_write,102400,erasure_coding_rs,1,0.12646770477294922
finished,102400,erasure_coding_rs,1,0.1321885585784912
erasure_get,102400,erasure_coding_rs,1,0.0018165111541748047
erasure_get_response,102400,erasure_coding_rs,1,0.022946596145629883
erasure_write,102400,erasure_coding_rs,1,0.14182496070861816
finished,102400,erasure_coding_rs,1,0.14879846572875977
erasure_get,102400,erasure_coding_rs,1,0.002254962921142578
erasure_get_response,102400,erasure_coding_rs,1,0.02119922637939453
erasure_write,102400,erasure_coding_rs,1,0.121307373046875
finished,102400,erasure_coding_rs,1,0.1284482479095459
erasure_get,102400,erasure_coding_rs,1,0.0021796226501464844
erasure_get_response,102400,erasure_coding_rs,1,0.020920991897583008
erasure_write,102400,erasure_coding_rs,1,0.14014554023742676
finished,102400,erasure_coding_rs,1,0.1480264663696289
erasure_get,102400,erasure_coding_rs,1,0.005839109420776367
erasure_get_response,102400,erasure_coding_rs,1,0.02438521385192871
erasure_write,102400,erasure_coding_rs,1,0.13088297843933105
finished,102400,erasure_coding_rs,1,0.13780450820922852
erasure_get,102400,erasure_coding_rs,1,0.0051114559173583984
erasure_get_response,102400,erasure_coding_rs,1,0.022959232330322266
erasure_write,102400,erasure_coding_rs,1,0.13811159133911133
finished,102400,erasure_coding_rs,1,0.1450495719909668
erasure_get,102400,erasure_coding_rs,1,0.00525212287902832
erasure_get_response,102400,erasure_coding_rs,1,0.022032499313354492
erasure_write,102400,erasure_coding_rs,1,0.12034869194030762
finished,102400,erasure_coding_rs,1,0.12717819213867188
erasure_get,102400,erasure_coding_rs,1,0.0018537044525146484
erasure_get_response,102400,erasure_coding_rs,1,0.02070331573486328
erasure_write,102400,erasure_coding_rs,1,0.1399383544921875
finished,102400,erasure_coding_rs,1,0.1482529640197754
erasure_get,102400,erasure_coding_rs,1,0.0017864704132080078
erasure_get_response,102400,erasure_coding_rs,1,0.022815704345703125
erasure_write,102400,erasure_coding_rs,1,0.13365602493286133
finished,102400,erasure_coding_rs,1,0.1405472755432129
erasure_get,102400,erasure_coding_rs,1,0.0017673969268798828
erasure_get_response,102400,erasure_coding_rs,1,0.023287534713745117
erasure_write,102400,erasure_coding_rs,1,0.11342144012451172
finished,102400,erasure_coding_rs,1,0.12044906616210938
erasure_get,102400,erasure_coding_rs,1,0.0018947124481201172
erasure_get_response,102400,erasure_coding_rs,1,0.024925708770751953
erasure_write,102400,erasure_coding_rs,1,0.13689756393432617
finished,102400,erasure_coding_rs,1,0.144120454788208
erasure_get,102400,erasure_coding_rs,1,0.0020208358764648438
erasure_get_response,102400,erasure_coding_rs,1,0.023485422134399414
erasure_write,102400,erasure_coding_rs,1,0.13401389122009277
finished,102400,erasure_coding_rs,1,0.14073610305786133
erasure_get,102400,erasure_coding_rs,1,0.0019974708557128906
erasure_get_response,102400,erasure_coding_rs,1,0.022372007369995117
erasure_write,102400,erasure_coding_rs,1,0.13713622093200684
finished,102400,erasure_coding_rs,1,0.14442205429077148
erasure_get,102400,erasure_coding_rs,1,0.001950979232788086
erasure_get_response,102400,erasure_coding_rs,1,0.02497696876525879
erasure_write,102400,erasure_coding_rs,1,0.11803078651428223
finished,102400,erasure_coding_rs,1,0.125030517578125
erasure_get,102400,erasure_coding_rs,1,0.0021364688873291016
erasure_get_response,102400,erasure_coding_rs,1,0.023560047149658203
erasure_write,102400,erasure_coding_rs,1,0.12422752380371094
finished,102400,erasure_coding_rs,1,0.1312549114227295
erasure_get,102400,erasure_coding_rs,1,0.002068758010864258
erasure_get_response,102400,erasure_coding_rs,1,0.023334503173828125
erasure_write,102400,erasure_coding_rs,1,0.12190628051757812
finished,102400,erasure_coding_rs,1,0.13126397132873535
erasure_get,102400,erasure_coding_rs,1,0.0055658817291259766
erasure_get_response,102400,erasure_coding_rs,1,0.022315263748168945
erasure_write,102400,erasure_coding_rs,1,0.12729263305664062
finished,102400,erasure_coding_rs,1,0.13462138175964355
erasure_get,102400,erasure_coding_rs,1,0.005285739898681641
erasure_get_response,102400,erasure_coding_rs,1,0.022216320037841797
erasure_write,102400,erasure_coding_rs,1,0.15815210342407227
finished,102400,erasure_coding_rs,1,0.1660480499267578
erasure_get,102400,erasure_coding_rs,1,0.002068758010864258
erasure_get_response,102400,erasure_coding_rs,1,0.022418498992919922
erasure_write,102400,erasure_coding_rs,1,0.129929780960083
finished,102400,erasure_coding_rs,1,0.1367807388305664
erasure_get,102400,erasure_coding_rs,1,0.0020155906677246094
erasure_get_response,102400,erasure_coding_rs,1,0.022838115692138672
erasure_write,102400,erasure_coding_rs,1,0.14189815521240234
finished,102400,erasure_coding_rs,1,0.1490345001220703
erasure_get,102400,erasure_coding_rs,1,0.009615898132324219
erasure_get_response,102400,erasure_coding_rs,1,0.024389266967773438
erasure_write,102400,erasure_coding_rs,1,0.12496352195739746
finished,102400,erasure_coding_rs,1,0.13214111328125
erasure_get,102400,erasure_coding_rs,1,0.0019397735595703125
erasure_get_response,102400,erasure_coding_rs,1,0.02603006362915039
erasure_write,102400,erasure_coding_rs,1,0.11909341812133789
finished,102400,erasure_coding_rs,1,0.1262352466583252
erasure_get,102400,erasure_coding_rs,1,0.002397298812866211
erasure_get_response,102400,erasure_coding_rs,1,0.02262139320373535
erasure_write,102400,erasure_coding_rs,1,0.11310458183288574
finished,102400,erasure_coding_rs,1,0.11998152732849121
erasure_get,102400,erasure_coding_rs,1,0.0020127296447753906
erasure_get_response,102400,erasure_coding_rs,1,0.024785518646240234
erasure_write,102400,erasure_coding_rs,1,0.12140512466430664
finished,102400,erasure_coding_rs,1,0.1286153793334961
erasure_get,102400,erasure_coding_rs,1,0.0019936561584472656
erasure_get_response,102400,erasure_coding_rs,1,0.02557373046875
erasure_write,102400,erasure_coding_rs,1,0.1288139820098877
finished,102400,erasure_coding_rs,1,0.13600993156433105
erasure_get,102400,erasure_coding_rs,1,0.00301361083984375
erasure_get_response,102400,erasure_coding_rs,1,0.029941558837890625
erasure_write,102400,erasure_coding_rs,1,0.11785483360290527
finished,102400,erasure_coding_rs,1,0.12457442283630371
erasure_get,102400,erasure_coding_rs,1,0.0023636817932128906
erasure_get_response,102400,erasure_coding_rs,1,0.019472122192382812
erasure_write,102400,erasure_coding_rs,1,0.14446330070495605
finished,102400,erasure_coding_rs,1,0.15252137184143066
erasure_get,102400,erasure_coding_rs,1,0.0032224655151367188
erasure_get_response,102400,erasure_coding_rs,1,0.02174520492553711
erasure_write,102400,erasure_coding_rs,1,0.13128924369812012
finished,102400,erasure_coding_rs,1,0.1390666961669922
erasure_get,102400,erasure_coding_rs,1,0.0020990371704101562
erasure_get_response,102400,erasure_coding_rs,1,0.021412372589111328
erasure_write,102400,erasure_coding_rs,1,0.14044427871704102
finished,102400,erasure_coding_rs,1,0.14657115936279297
erasure_get,102400,erasure_coding_rs,1,0.0017304420471191406
erasure_get_response,102400,erasure_coding_rs,1,0.01984262466430664
erasure_write,102400,erasure_coding_rs,1,0.11055374145507812
finished,102400,erasure_coding_rs,1,0.11731553077697754
erasure_get,102400,erasure_coding_rs,1,0.0020051002502441406
erasure_get_response,102400,erasure_coding_rs,1,0.022150754928588867
erasure_write,102400,erasure_coding_rs,1,0.11633920669555664
finished,102400,erasure_coding_rs,1,0.12400197982788086
erasure_get,102400,erasure_coding_rs,1,0.002177715301513672
erasure_get_response,102400,erasure_coding_rs,1,0.021625757217407227
erasure_write,102400,erasure_coding_rs,1,0.13043618202209473
finished,102400,erasure_coding_rs,1,0.13734817504882812
erasure_get,102400,erasure_coding_rs,1,0.006052970886230469
erasure_get_response,102400,erasure_coding_rs,1,0.02059769630432129
erasure_write,102400,erasure_coding_rs,1,0.10980653762817383
finished,102400,erasure_coding_rs,1,0.11713171005249023
erasure_get,102400,erasure_coding_rs,1,0.005024909973144531
erasure_get_response,102400,erasure_coding_rs,1,0.026414871215820312
erasure_write,102400,erasure_coding_rs,1,0.12832236289978027
finished,102400,erasure_coding_rs,1,0.13555526733398438
erasure_get,102400,erasure_coding_rs,1,0.0019712448120117188
erasure_get_response,102400,erasure_coding_rs,1,0.02603316307067871
erasure_write,102400,erasure_coding_rs,1,0.12299299240112305
finished,102400,erasure_coding_rs,1,0.13062310218811035
erasure_get,102400,erasure_coding_rs,1,0.008153438568115234
erasure_get_response,102400,erasure_coding_rs,1,0.02311873435974121
erasure_write,102400,erasure_coding_rs,1,0.13533759117126465
finished,102400,erasure_coding_rs,1,0.14243865013122559
erasure_get,102400,erasure_coding_rs,1,0.0018808841705322266
erasure_get_response,102400,erasure_coding_rs,1,0.023282527923583984
erasure_write,102400,erasure_coding_rs,1,0.1381511688232422
finished,102400,erasure_coding_rs,1,0.14560198783874512
erasure_get,102400,erasure_coding_rs,1,0.0017189979553222656
erasure_get_response,102400,erasure_coding_rs,1,0.02042675018310547
erasure_write,102400,erasure_coding_rs,1,0.1316671371459961
finished,102400,erasure_coding_rs,1,0.13779067993164062
erasure_get,102400,erasure_coding_rs,1,0.001644134521484375
erasure_get_response,102400,erasure_coding_rs,1,0.020270824432373047
erasure_write,102400,erasure_coding_rs,1,0.11991667747497559
finished,102400,erasure_coding_rs,1,0.1270155906677246
erasure_get,102400,erasure_coding_rs,1,0.0020291805267333984
erasure_get_response,102400,erasure_coding_rs,1,0.02432870864868164
erasure_write,102400,erasure_coding_rs,1,0.12258005142211914
finished,102400,erasure_coding_rs,1,0.1295337677001953
erasure_get,102400,erasure_coding_rs,1,0.0021224021911621094
