run,time
1, 0.37892842292785645
2, 0.3222806453704834
3, 0.32654881477355957
4, 0.3216419219970703
5, 0.31590723991394043
6, 0.32582712173461914
7, 0.3254413604736328
8, 0.3249478340148926
9, 0.32050132751464844
10, 0.34398818016052246
11, 0.31856846809387207
12, 0.32508277893066406
13, 0.3175387382507324
14, 0.3254053592681885
15, 0.3253002166748047
16, 0.3273329734802246
17, 0.32324814796447754
18, 0.3171427249908447
19, 0.31960082054138184
20, 0.3259882926940918
21, 0.3197355270385742
22, 0.32155585289001465
23, 0.3230307102203369
24, 0.3171725273132324
25, 0.32447314262390137
26, 0.32369136810302734
27, 0.3204934597015381
28, 0.3229522705078125
29, 0.3098881244659424
30, 0.32410693168640137
31, 1.1943719387054443
32, 0.32378673553466797
33, 0.3242948055267334
34, 0.32596707344055176
35, 0.32218098640441895
36, 0.327467679977417
37, 0.31746363639831543
38, 0.3229062557220459
39, 0.32573485374450684
40, 0.32912158966064453
41, 0.3217620849609375
42, 0.3258187770843506
43, 0.318340539932251
44, 0.32581186294555664
45, 0.3088510036468506
46, 0.3182361125946045
47, 0.31133341789245605
48, 0.33072400093078613
49, 0.3234260082244873
50, 0.3250000476837158
51, 0.32082438468933105
52, 0.3224809169769287
53, 0.3235175609588623
54, 0.3205997943878174
55, 0.3237476348876953
56, 0.32573509216308594
57, 0.322908878326416
58, 0.4688711166381836
59, 0.32015490531921387
60, 0.32376837730407715
61, 0.3242766857147217
62, 0.3200039863586426
63, 0.3219633102416992
64, 0.31155943870544434
65, 0.5772676467895508
66, 0.3106975555419922
67, 0.3267834186553955
68, 0.32421183586120605
69, 0.32582974433898926
70, 0.32195186614990234
71, 0.3250303268432617
72, 0.32689499855041504
73, 0.3140294551849365
74, 0.32305479049682617
75, 0.32265806198120117
76, 0.3194851875305176
77, 0.32636213302612305
78, 0.3267698287963867
79, 0.31395554542541504
80, 0.3244285583496094
81, 0.32433199882507324
82, 0.32077550888061523
83, 0.3210899829864502
84, 0.326707124710083
85, 0.33069300651550293
86, 0.330249547958374
87, 0.3241078853607178
88, 0.3175480365753174
89, 0.32331061363220215
90, 0.32840633392333984
91, 0.31404709815979004
92, 0.7379047870635986
93, 0.3262054920196533
94, 0.32547545433044434
95, 0.3233649730682373
96, 0.3254995346069336
97, 0.32320070266723633
98, 0.3124697208404541
99, 0.3246278762817383
100, 0.31830739974975586
