run,time
1, 0.0788116455078125 
2, 0.07594656944274902 
3, 0.06794977188110352 
4, 0.06695151329040527 
5, 0.06098341941833496 
6, 0.059957265853881836 
7, 0.06795382499694824 
8, 0.05995678901672363 
9, 0.05850791931152344 
10, 0.055985450744628906 
11, 0.06595182418823242 
12, 0.05596280097961426 
13, 0.06095623970031738 
14, 0.06595563888549805 
15, 0.06097888946533203 
16, 0.05756688117980957 
17, 0.06595683097839355 
18, 0.06994915008544922 
19, 0.06494998931884766 
20, 0.07594752311706543 
21, 0.06995177268981934 
22, 0.0609593391418457 
23, 0.06495499610900879 
24, 0.08094310760498047 
25, 0.06787943840026855 
26, 0.06696462631225586 
27, 0.06695675849914551 
28, 0.07095217704772949 
29, 0.06095480918884277 
30, 0.06395316123962402 
31, 0.07094955444335938 
32, 0.06297683715820312 
33, 0.06595373153686523 
34, 0.07197380065917969 
35, 0.06095719337463379 
36, 0.06898331642150879 
37, 0.06695318222045898 
38, 0.06695318222045898 
39, 0.07594776153564453 
40, 0.06095576286315918 
41, 0.06295585632324219 
42, 0.06495141983032227 
43, 0.055960893630981445 
44, 0.06891608238220215 
45, 0.06295561790466309 
46, 0.06496453285217285 
47, 0.06694865226745605 
48, 0.07194852828979492 
49, 0.06095767021179199 
50, 0.06395101547241211 
51, 0.06595206260681152 
52, 0.06395530700683594 
53, 0.06995201110839844 
54, 0.06098294258117676 
55, 0.0669546127319336 
56, 0.06195569038391113 
57, 0.06795239448547363 
58, 0.06295537948608398 
59, 0.06695294380187988 
60, 0.06295585632324219 
61, 0.05895829200744629 
62, 0.06195950508117676 
63, 0.06195831298828125 
64, 0.06994795799255371 
65, 0.07296109199523926 
66, 0.06994771957397461 
67, 0.06695675849914551 
68, 0.06995105743408203 
69, 0.06694912910461426 
70, 0.06095719337463379 
71, 0.06195831298828125 
72, 0.06295561790466309 
73, 0.059958457946777344 
74, 0.06695413589477539 
75, 0.07094883918762207 
76, 0.05995774269104004 
77, 0.06395363807678223 
78, 0.07294845581054688 
79, 0.06495356559753418 
80, 0.06794953346252441 
81, 0.06511092185974121 
82, 0.06095767021179199 
83, 0.06195521354675293 
84, 0.06095576286315918 
85, 0.06195545196533203 
86, 0.06495475769042969 
87, 0.06306862831115723 
88, 0.06795048713684082 
89, 0.06395602226257324 
90, 0.06426048278808594 
91, 0.06603717803955078 
92, 0.06795334815979004 
93, 0.07226419448852539 
94, 0.07195210456848145 
95, 0.0759420394897461 
96, 0.06495499610900879 
97, 0.06495451927185059 
98, 0.06146049499511719 
99, 0.061957597732543945 
100, 0.061992645263671875 
