run,time
1, 0.38516783714294434 
2, 0.3224177360534668 
3, 0.3132503032684326 
4, 0.32162046432495117 
5, 0.32590556144714355 
6, 0.3300046920776367 
7, 0.31820130348205566 
8, 0.32700514793395996 
9, 0.3232767581939697 
10, 0.3194601535797119 
11, 0.3246936798095703 
12, 0.3314180374145508 
13, 0.3248624801635742 
14, 0.32254481315612793 
15, 0.3112204074859619 
16, 0.3239099979400635 
17, 0.32419681549072266 
18, 0.3268852233886719 
19, 0.32431459426879883 
20, 0.32513904571533203 
21, 0.3242065906524658 
22, 0.3238687515258789 
23, 0.3158121109008789 
24, 0.31752586364746094 
25, 0.32302141189575195 
26, 0.3242321014404297 
27, 0.3216843605041504 
28, 0.313884973526001 
29, 0.3194253444671631 
30, 0.32007431983947754 
31, 0.310558557510376 
32, 0.31743288040161133 
33, 0.3201258182525635 
34, 0.32874035835266113 
35, 0.3132460117340088 
36, 0.3245387077331543 
37, 0.31823110580444336 
38, 0.3223838806152344 
39, 0.3245983123779297 
40, 0.31633424758911133 
41, 0.3400564193725586 
42, 0.3119494915008545 
43, 0.3191795349121094 
44, 0.32427549362182617 
45, 0.3220694065093994 
46, 0.32426881790161133 
47, 0.32248783111572266 
48, 0.3216404914855957 
49, 0.32453227043151855 
50, 0.31580233573913574 
51, 0.3144822120666504 
52, 0.32574009895324707 
53, 0.32569289207458496 
54, 0.3252387046813965 
55, 0.3235034942626953 
56, 0.32335519790649414 
57, 0.321364164352417 
58, 0.32220029830932617 
59, 0.3132781982421875 
60, 0.32076573371887207 
61, 0.3233778476715088 
62, 0.32492566108703613 
63, 0.3153400421142578 
64, 0.32645463943481445 
65, 0.3249986171722412 
66, 0.3233015537261963 
67, 0.3237035274505615 
68, 0.3264200687408447 
69, 0.3233304023742676 
70, 0.30989766120910645 
71, 0.3329036235809326 
72, 0.3214130401611328 
73, 0.3247244358062744 
74, 0.32755303382873535 
75, 0.310422420501709 
76, 0.3182394504547119 
77, 0.32579517364501953 
78, 0.7258517742156982 
79, 0.3248162269592285 
80, 0.31146979331970215 
81, 0.32696962356567383 
82, 0.3222620487213135 
83, 0.31978702545166016 
84, 0.3273606300354004 
85, 0.31644606590270996 
86, 0.3251049518585205 
87, 0.32366228103637695 
88, 0.31998491287231445 
89, 0.31911468505859375 
90, 0.31662631034851074 
91, 0.32123875617980957 
92, 0.3291001319885254 
93, 0.32640767097473145 
94, 0.32604169845581055 
95, 0.32323241233825684 
96, 0.3240342140197754 
97, 0.32476282119750977 
98, 0.32656359672546387 
99, 0.3297278881072998 
100, 0.3209843635559082 
