id,file_size,write_time,write_status_code,read_time,read_status_code,storage_mode,max_erasures
61d2062174fece3a5495cc89,100KB,0.2984957695007324,201,0.2228999137878418,200,erasure_coding_rs,1
61d2062174fece3a5495cc8a,100KB,0.21918606758117676,201,0.21333050727844238,200,erasure_coding_rs,1
61d2062274fece3a5495cc8b,100KB,0.22789883613586426,201,0.22865843772888184,200,erasure_coding_rs,1
61d2062274fece3a5495cc8c,100KB,0.21983647346496582,201,0.2243795394897461,200,erasure_coding_rs,1
61d2062374fece3a5495cc8d,100KB,0.2328014373779297,201,0.21765732765197754,200,erasure_coding_rs,1
61d2062374fece3a5495cc8e,100KB,0.23805928230285645,201,0.22739887237548828,200,erasure_coding_rs,1
61d2062474fece3a5495cc8f,100KB,0.2445206642150879,201,0.2275228500366211,200,erasure_coding_rs,1
61d2062474fece3a5495cc90,100KB,0.25798487663269043,201,0.22343921661376953,200,erasure_coding_rs,1
61d2062574fece3a5495cc91,100KB,0.2146294116973877,201,0.21597647666931152,200,erasure_coding_rs,1
61d2062574fece3a5495cc92,100KB,0.2606377601623535,201,0.22669434547424316,200,erasure_coding_rs,1
61d2062674fece3a5495cc93,100KB,0.2360832691192627,201,0.2167956829071045,200,erasure_coding_rs,1
61d2062674fece3a5495cc94,100KB,0.26309990882873535,201,0.2103443145751953,200,erasure_coding_rs,1
61d2062674fece3a5495cc95,100KB,0.22318243980407715,201,0.21732854843139648,200,erasure_coding_rs,1
61d2062774fece3a5495cc96,100KB,0.23934173583984375,201,0.22725534439086914,200,erasure_coding_rs,1
61d2062774fece3a5495cc97,100KB,0.2390904426574707,201,0.22391462326049805,200,erasure_coding_rs,1
61d2062874fece3a5495cc98,100KB,0.23992609977722168,201,0.21802616119384766,200,erasure_coding_rs,1
61d2062874fece3a5495cc99,100KB,0.2327289581298828,201,0.21025872230529785,200,erasure_coding_rs,1
61d2062974fece3a5495cc9a,100KB,0.35112428665161133,201,0.21421098709106445,200,erasure_coding_rs,1
61d2062974fece3a5495cc9b,100KB,0.22431302070617676,201,0.20931077003479004,200,erasure_coding_rs,1
61d2062a74fece3a5495cc9c,100KB,0.22850847244262695,201,0.20731616020202637,200,erasure_coding_rs,1
61d2062a74fece3a5495cc9d,100KB,0.2082054615020752,201,0.19904232025146484,200,erasure_coding_rs,1
61d2062b74fece3a5495cc9e,100KB,0.22603511810302734,201,0.21466064453125,200,erasure_coding_rs,1
61d2062b74fece3a5495cc9f,100KB,0.23951172828674316,201,0.21658778190612793,200,erasure_coding_rs,1
61d2062b74fece3a5495cca0,100KB,0.24036455154418945,201,0.224564790725708,200,erasure_coding_rs,1
61d2062c74fece3a5495cca1,100KB,0.2223339080810547,201,0.19717001914978027,200,erasure_coding_rs,1
61d2062c74fece3a5495cca2,100KB,0.25472545623779297,201,0.2803637981414795,200,erasure_coding_rs,1
61d2062d74fece3a5495cca3,100KB,0.22771954536437988,201,0.22601962089538574,200,erasure_coding_rs,1
61d2062d74fece3a5495cca4,100KB,0.23554182052612305,201,0.23315763473510742,200,erasure_coding_rs,1
61d2062e74fece3a5495cca5,100KB,0.2599833011627197,201,0.23256874084472656,200,erasure_coding_rs,1
