run,time
1, 0.15758156776428223 
2, 0.04014706611633301 
3, 0.046782732009887695 
4, 0.0477447509765625 
5, 0.042577266693115234 
6, 0.04153084754943848 
7, 0.03110027313232422 
8, 0.03974175453186035 
9, 0.04443216323852539 
10, 0.05133795738220215 
11, 0.039626121520996094 
12, 0.043404340744018555 
13, 0.03946948051452637 
14, 0.042316436767578125 
15, 0.045259714126586914 
16, 0.03483843803405762 
17, 0.040746212005615234 
18, 0.04318642616271973 
19, 0.04364371299743652 
20, 0.04465985298156738 
21, 0.040795326232910156 
22, 0.04890942573547363 
23, 0.044188499450683594 
24, 0.041184425354003906 
25, 0.03303122520446777 
26, 0.044184207916259766 
27, 0.03975963592529297 
28, 0.0449521541595459 
29, 0.049645185470581055 
30, 0.03783249855041504 
31, 0.04375648498535156 
32, 0.048973798751831055 
33, 0.04259514808654785 
34, 0.0478055477142334 
35, 0.04000210762023926 
36, 0.04810452461242676 
37, 0.048568010330200195 
38, 0.05129265785217285 
39, 0.04416465759277344 
40, 0.048063039779663086 
41, 0.040122270584106445 
42, 0.04246258735656738 
43, 0.0422368049621582 
44, 0.03330039978027344 
45, 0.0396885871887207 
46, 0.0423581600189209 
47, 0.04025912284851074 
48, 0.04478621482849121 
49, 0.04102063179016113 
50, 0.03505969047546387 
51, 0.04549264907836914 
52, 0.0386958122253418 
53, 0.044039011001586914 
54, 0.04602169990539551 
55, 0.04562735557556152 
56, 0.06670618057250977 
57, 0.05143475532531738 
58, 0.044144630432128906 
59, 0.045728206634521484 
60, 0.04445791244506836 
61, 0.03256797790527344 
62, 0.041259050369262695 
63, 0.04568338394165039 
64, 0.04061555862426758 
65, 0.037748098373413086 
66, 0.046048879623413086 
67, 0.045104265213012695 
68, 0.04084348678588867 
69, 0.03815650939941406 
70, 0.08412528038024902 
71, 0.04482889175415039 
72, 0.0498194694519043 
73, 0.04488992691040039 
74, 0.04621291160583496 
75, 0.04760265350341797 
76, 0.045281410217285156 
77, 0.04758810997009277 
78, 0.04466819763183594 
79, 0.04450178146362305 
80, 0.04259014129638672 
81, 0.040138959884643555 
82, 0.04381823539733887 
83, 0.032422542572021484 
84, 0.03168439865112305 
85, 0.056093454360961914 
86, 0.045094966888427734 
87, 0.03351640701293945 
88, 0.0436551570892334 
89, 0.04273867607116699 
90, 0.03509974479675293 
91, 0.04164528846740723 
92, 0.038202524185180664 
93, 0.04656362533569336 
94, 0.04518532752990723 
95, 0.034700632095336914 
96, 0.04293513298034668 
97, 0.04463624954223633 
98, 0.03390955924987793 
99, 0.042607784271240234 
100, 0.04510164260864258 
101, 0.03870725631713867 
